246,"Kopala, Warden of Waves",rare,0.45,2.15,0.39,0.69,blue,Magali Villeneuve,2017-09-29,Ixalan
247,Flood of Recollection,common,0.03,0.17,0.19,0.19,blue,Magali Villeneuve,2020-11-20,Commander Legends
248,Excavating Anurid,common,0.03,0.30,0.02,0.25,green,Joe Slucher,2019-06-14,Modern Horizons
249,"Ma Chao, Western Warrior",rare,33.75,,18.90,,red,Koji,1999-05-01,Portal Three Kingdoms
250,Unnerving Assault,uncommon,0.19,0.37,0.04,0.04,red-blue,Ron Spencer,2008-07-25,Eventide
251,Goring Warplow,common,0.01,0.03,0.02,0.11,black,Wayne Reynolds,2022-11-18,The Brothers' War
252,Titania,rare,124.99,,40.00,,none,Rebecca Guay,1997-05-01,Vanguard Series
253,Raving Oni-Slave,common,0.06,0.25,0.02,0.10,black,Eric Polak,2005-06-03,Saviors of Kamigawa
254,Moss Diamond,common,0.07,0.25,0.25,0.19,green,Gaboleps,2022-06-10,Commander Legends: Battle for Baldur's Gate
255,Angel of Despair,uncommon,1.18,5.14,0.57,0.80,black-white,Todd Lockwood,2018-12-07,Ultimate Masters
256,Armed Response,common,0.05,0.21,0.04,0.10,white,Doug Chaffee,2004-06-04,Fifth Dawn
257,"Winota, Joiner of Forces",mythic,3.77,5.74,6.45,10.00,red-white,Magali Villeneuve,2020-04-24,Ikoria: Lair of Behemoths
258,Nomadic Elf,common,0.18,,0.07,,green,D. J. Cleland-Hura,2010-03-19,Duel Decks: Phyrexia vs. the Coalition
259,Spearbreaker Behemoth,rare,0.16,,0.14,,green,Christopher Moeller,2022-02-18,Neon Dynasty Commander
260,Ensoul Artifact,uncommon,0.23,4.27,0.75,1.75,blue,Jasper Sandner,2014-07-18,Magic 2015
2030,Jolt,common,0.16,,0.48,,blue,John Matson,1996-10-08,Mirage
261,Skred,common,2.65,17.74,1.38,10.61,red,Christopher Moeller,2006-07-21,Coldsnap
262,Flycatcher Giraffid,common,0.01,0.02,0.03,0.09,green,Dan Scott,2020-04-24,Ikoria: Lair of Behemoths
263,Blighted Woodland,uncommon,0.16,,0.17,,green,Jason Felix,2022-06-10,Commander Legends: Battle for Baldur's Gate
264,Mirrorweave,rare,0.89,,0.18,,blue-white,Jim Pavelec,2018-06-08,Commander Anthology Volume II
265,Monk,common,0.23,,,,red,Irina Nordsol,2022-09-09,Dominaria United Tokens
266,Cytoplast Manipulator,rare,5.14,15.90,1.49,0.30,blue,Dan Scott,2006-05-05,Dissension
267,Fiery Islet,rare,7.37,39.55,10.24,36.50,red-blue,Richard Wright,2019-06-14,Modern Horizons
268,Spara's Adjudicators,common,0.02,0.02,0.03,0.05,green-blue-white,Aaron J. Riley,2022-04-29,Streets of New Capenna
269,Ulvenwald Captive // Ulvenwald Abomination,common,0.13,1.94,0.04,0.18,green,Chris Rahn,2016-07-22,Eldritch Moon
270,Game Plan,rare,1.08,3.71,0.56,4.59,blue,Seb McKinnon,2018-06-08,Battlebond
271,Selesnya Sagittars,uncommon,0.14,0.54,0.02,0.29,green-white,"Edward P. Beard, Jr.",2005-10-07,Ravnica: City of Guilds
272,Sultai Emissary,common,0.05,0.58,0.03,0.78,black,Mathias Kollros,2015-01-23,Fate Reforged
273,Chainbreaker,common,0.23,5.05,0.02,0.29,none,Jeff Miracola,2008-05-02,Shadowmoor
274,Sedge Sliver,rare,0.84,1.04,0.38,1.99,black-red,Richard Kane Ferguson,2021-03-19,Time Spiral Remastered
275,Glacial Fortress,rare,1.92,7.18,2.64,8.50,blue-white,James Paick,2017-09-29,Ixalan
276,Odunos River Trawler,uncommon,0.06,0.43,0.30,0.47,black-white,Seb McKinnon,2014-02-07,Born of the Gods
277,Freewind Equenaut,common,0.06,,0.21,,white,Rebecca Guay,2013-09-06,Duel Decks: Heroes vs. Monsters
278,Goblin Trashmaster,rare,3.95,5.97,2.49,4.23,red,Jakub Kasper,2018-07-13,Core Set 2019
279,Greater Werewolf,uncommon,0.27,,0.03,,black,Dennis Detwiller,1997-03-24,Fifth Edition
280,Guiltfeeder,rare,0.23,,0.28,,black,Helge C. Balzer,2022-06-10,Commander Legends: Battle for Baldur's Gate
281,Bushmeat Poacher,common,0.02,0.20,0.04,0.13,black,Randy Vargas,2020-04-24,Ikoria: Lair of Behemoths
282,Ivory Mask,rare,0.75,,0.25,,white,Glen Angus,2005-07-29,Ninth Edition
283,Mindblade Render,rare,0.14,,0.49,,black,Mitchell Malloy,2022-06-10,Commander Legends: Battle for Baldur's Gate
284,Glademuse,rare,0.11,,0.10,,green,Ilse Gort,2020-04-17,Commander 2020
285,Dross Crocodile,common,0.11,0.30,0.02,0.10,black,Carl Critchlow,2007-07-13,Tenth Edition
286,Cathedral Membrane,uncommon,0.16,1.79,0.40,0.40,white,Richard Whitters,2011-05-13,New Phyrexia
287,Chain of Plasma,uncommon,0.24,8.89,0.15,4.95,red,Gary Ruddell,2002-10-07,Onslaught
288,Ruthless Sniper,uncommon,0.11,0.27,0.55,0.15,black,Sara Winters,2017-04-28,Amonkhet
289,Blink Dog,uncommon,0.05,0.10,0.08,0.29,white,Oriana Menendez,2021-07-23,Adventures in the Forgotten Realms
290,Coils of the Medusa,common,0.17,,0.02,,black,Darbury Stenderu,1997-06-09,Weatherlight
291,World at War,rare,4.80,21.03,4.26,23.99,red,Igor Kieryluk,2010-04-23,Rise of the Eldrazi
292,Strength of Lunacy,uncommon,0.23,9.99,0.28,3.99,black,Greg Hildebrandt & Tim Hildebrandt,2002-02-04,Torment
293,Order of the Golden Cricket,common,0.12,0.47,0.09,0.94,white,Mark Zug,2008-02-01,Morningtide
294,Ent-Draught Basin,uncommon,0.01,0.09,0.06,0.02,none,Torgeir Fjereide,2023-06-23,The Lord of the Rings: Tales of Middle-earth
295,Funeral Pyre,common,0.13,0.90,0.05,4.00,white,Carl Critchlow,2002-05-27,Judgment
296,Stop That,common,0.19,9.85,0.02,1.50,black,Anson Maddocks,2004-11-19,Unhinged
297,Strategic Planning,common,0.01,0.04,0.01,0.42,blue,Donato Giancola,2021-02-05,Kaldheim
298,Screaming Seahawk,common,0.03,,0.02,0.19,blue,Heather Hudson,2014-06-06,Conspiracy
299,Koth of the Hammer Emblem,common,1.52,,,,none,Eric Deschamps,2012-03-30,Duel Decks: Venser vs. Koth Tokens
300,Jasconian Isle,rare,0.32,,3.98,,blue,Aaron Reed,2021-08-20,Mystery Booster Playtest Cards 2021
301,Aggressive Crag,rare,0.39,,4.99,,red-white,Demitrios Feredinos,2021-08-20,Mystery Booster Playtest Cards 2021
302,"Hixus, Prison Warden",rare,0.12,0.25,0.28,0.35,white,Chris Rallis,2015-07-17,Magic Origins
303,Shoreline Salvager,uncommon,0.08,0.21,0.02,0.10,black,Igor Kieryluk,2010-02-05,Worldwake
304,Mistform Wall,common,0.08,0.28,0.24,0.30,blue,Franz Vohwinkel,2002-10-07,Onslaught
305,Azusa's Many Journeys // Likeness of the Seeker,uncommon,0.10,0.21,0.09,0.36,green,Lindsey Look,2022-02-18,Kamigawa: Neon Dynasty
306,Sage of the Inward Eye,rare,0.17,0.44,0.28,0.45,red-blue-white,Chase Stone,2014-09-26,Khans of Tarkir
307,Remembrance,rare,5.53,,2.47,,white,Val Mayerik,1998-10-12,Urza's Saga
308,Devil,common,0.17,,,,red,Josh Hass,2022-06-10,Battle for Baldur's Gate Tokens
309,Ghostly Touch,uncommon,0.11,0.27,0.06,0.15,blue,Jason Felix,2012-05-04,Avacyn Restored
310,Blind Creeper,common,0.04,,0.02,0.50,black,Carl Critchlow,2004-06-04,Fifth Dawn
311,Contagious Nim,common,0.18,1.09,0.06,0.39,black,Efrem Palacios,2010-10-01,Scars of Mirrodin
312,Broodhunter Wurm,common,0.10,0.17,0.02,0.14,green,Svetlin Velinov,2015-10-02,Battle for Zendikar
313,"Zaffai, Thunder Conductor",mythic,,0.41,,0.83,red-blue,Dmitry Burmak,2021-04-23,Commander 2021
314,Walker of the Grove,common,0.05,0.07,0.05,0.30,green,Todd Lockwood,2018-12-07,Ultimate Masters
315,Midnight Entourage,rare,0.08,0.21,0.10,0.15,black,Lius Lasahido,2017-01-20,Aether Revolt
316,Glimpse of Freedom,uncommon,0.02,0.06,0.09,0.12,blue,Clint Cearley,2020-01-24,Theros Beyond Death
317,Mizzium Skin,common,0.13,3.00,0.37,0.48,blue,Scott Chou,2012-10-05,Return to Ravnica
318,Catapult Master,rare,1.16,,0.23,,white,Terese Nielsen,2010-09-03,Duel Decks: Elspeth vs. Tezzeret
319,Benefaction of Rhonas,common,0.04,0.26,0.05,0.12,green,Tommy Arnold,2017-04-28,Amonkhet
320,Chief Engineer,rare,0.83,,0.50,,blue,Steven Belledin,2016-11-11,Commander 2016
321,Scorching Missile,common,0.12,0.25,0.02,0.79,red,Don Hazeltine,2001-10-01,Odyssey
322,Obelisk of Naya,common,0.15,0.46,0.05,0.26,green-red-white,Steve Prescott,2008-10-03,Shards of Alara
323,Coast Watcher,common,0.18,0.31,0.10,0.95,blue,Luca Zontini,2003-05-26,Scourge
324,Spine of Ish Sah,rare,0.21,,0.29,,none,Daniel Ljunggren,2023-04-21,March of the Machine Commander
325,Ancient Den,common,0.88,,1.17,,white,Rob Alexander,2021-04-23,Commander 2021
326,Goblin Cruciverbalist,rare,0.05,0.04,0.12,0.15,red,Mike Burns,2022-10-07,Unfinity
327,Park Bleater,uncommon,0.01,0.04,0.02,0.29,white,April Prime,2022-10-07,Unfinity
328,Research the Deep,uncommon,0.11,0.44,0.15,0.16,blue,Eric Fortune,2008-02-01,Morningtide
329,Zephyr Boots,uncommon,0.17,0.23,0.04,0.15,none,YW Tang,2021-04-23,Strixhaven: School of Mages
330,Angel of Destiny,mythic,4.89,4.55,3.92,2.62,white,Ryan Pancoast,2020-09-25,Zendikar Rising
331,Thunderclap,common,0.25,19.59,0.18,8.90,red,Tom Wänerstrand,1999-10-04,Mercadian Masques
332,Marsh Flitter,uncommon,0.08,,0.05,,black,Wayne Reynolds,2020-09-25,Zendikar Rising Commander
333,Search for Survivors,rare,0.23,8.95,0.25,4.99,red,Mark Romanoski,2000-06-05,Prophecy
334,Raze,common,1.17,,4.71,,red,Mike Raabe,1998-10-12,Urza's Saga
335,Gideon's Intervention,rare,0.18,0.43,0.07,0.40,white,Daarken,2017-04-28,Amonkhet
336,Smolder Initiate,common,0.09,0.47,0.05,0.30,black,Chippy,2008-05-02,Shadowmoor
337,Makeshift Mauler,common,0.03,0.02,0.01,0.02,blue,James Ryman,2022-07-08,Double Masters 2022
338,"Astarion, the Decadent",rare,0.26,0.51,0.31,0.38,black-white,Ben Hill,2022-06-10,Commander Legends: Battle for Baldur's Gate
339,Matopi Golem,uncommon,0.15,,0.05,,none,Tom Kyffin,1997-02-03,Visions
340,Boggart Birth Rite,common,0.17,3.19,0.14,0.25,black,Ralph Horsley,2007-10-12,Lorwyn
341,Meren of Clan Nel Toth,rare,0.74,0.95,1.45,3.66,black-green,Mark Winters,2023-08-04,Commander Masters
342,Storage Matrix,rare,3.53,,1.35,,none,Patrick Ho,2005-07-29,Ninth Edition
343,Commanding Presence,uncommon,0.05,0.15,0.15,0.03,white,Milivoj Ćeran,2020-01-24,Theros Beyond Death
344,"Jiwari, the Earth Aflame",rare,0.26,1.84,0.20,1.50,red,Adam Rex,2005-06-03,Saviors of Kamigawa
345,Numai Outcast,uncommon,0.15,0.44,0.04,0.25,black,Adam Rex,2004-10-01,Champions of Kamigawa
346,Mountain Goat,common,0.14,,0.05,,red,Cornelius Brudi,1999-04-21,Classic Sixth Edition
347,Blood Cultist,uncommon,0.23,2.00,0.39,0.74,black-red,Karl Kopinski,2008-10-03,Shards of Alara
348,Karok Wrangler,uncommon,0.03,0.07,0.02,0.17,green,Dan Scott,2021-04-23,Strixhaven: School of Mages
349,Sangrite Backlash,common,0.39,0.20,0.02,0.03,black-green-red,Cyril Van Der Haegen,2009-04-30,Alara Reborn
350,Massive Raid,common,0.22,1.76,0.35,0.98,red,Zoltan Boros,2013-02-01,Gatecrash
351,Rending Volley,uncommon,2.68,22.33,3.47,11.67,red,Lucas Graciano,2015-03-27,Dragons of Tarkir
352,Haunted Dead,uncommon,0.09,2.21,0.17,0.50,black,Lake Hurwitz,2016-07-22,Eldritch Moon
353,Muck Drubb,uncommon,0.08,4.02,0.07,0.10,black,Jim Nelson,2021-03-19,Time Spiral Remastered
354,Aggressive Mammoth,rare,0.40,,0.22,,green,Filip Burburan,2019-07-12,Core Set 2020
355,Prismatic Vista,rare,22.11,32.59,25.49,36.00,none,Sam Burley,2019-06-14,Modern Horizons
356,Caustic Hound,common,0.02,0.14,0.01,0.05,black,Dave Allsop,2011-02-04,Mirrodin Besieged
357,Reclamation Sage,uncommon,0.23,,0.14,,green,Christopher Moeller,2021-02-05,Kaldheim Commander
358,Gnawing Crescendo,common,0.97,0.99,0.14,,red,Alexey Kruglov,2023-09-08,Wilds of Eldraine
359,Kazandu Refuge,uncommon,0.16,,0.15,,green-red,Franz Vohwinkel,2019-08-23,Commander 2019
360,Yew Spirit,uncommon,0.08,0.29,0.06,0.10,green,Dan Scott,2012-05-04,Avacyn Restored
361,Torrent Elemental,mythic,0.28,1.34,0.91,1.20,black-green-blue,James Paick,2015-01-23,Fate Reforged
362,Engulfing Slagwurm,rare,0.67,6.94,0.30,1.25,green,Jaime Jones,2010-10-01,Scars of Mirrodin
363,Wingrattle Scarecrow,common,0.31,6.52,0.04,0.50,none,Trevor Hairsine,2008-05-02,Shadowmoor
364,Goblin Chainwhirler,rare,0.84,4.41,0.49,3.60,red,Svetlin Velinov,2018-04-27,Dominaria
365,Arcbound Wanderer,common,0.12,0.30,0.01,0.19,none,Christopher Moeller,2013-06-07,Modern Masters
366,Foul Emissary,uncommon,0.05,0.16,0.02,0.10,green,Dan Scott,2016-07-22,Eldritch Moon
367,Bog Rats,common,0.13,,0.03,,black,Ron Spencer,1999-04-21,Classic Sixth Edition
368,Beamtown Beatstick,common,0.16,0.21,0.09,0.25,red,Konstantin Porubov,2023-04-21,March of the Machine
369,Merrow Harbinger,uncommon,1.59,11.00,0.32,5.00,blue,Steve Prescott,2007-10-12,Lorwyn
370,Locked in the Cemetery,common,0.01,0.08,0.02,0.02,blue,Tran Nguyen,2021-09-24,Innistrad: Midnight Hunt
371,Frostpeak Yeti,common,0.02,0.09,0.05,0.15,blue,Chris Rahn,2021-02-05,Kaldheim
372,Faerie Formation,rare,1.05,,0.40,,blue,Ryan Yee,2019-10-04,Throne of Eldraine
373,Faithless Salvaging,common,0.05,0.06,0.11,0.19,red,Bud Cook,2021-06-18,Modern Horizons 2
374,Oketra's Monument,uncommon,1.86,,1.93,,none,Christine Choi,2022-09-09,Dominaria United Commander
375,"Karlach, Fury of Avernus",mythic,11.60,13.79,5.69,7.00,red,Billy Christian,2022-06-10,Commander Legends: Battle for Baldur's Gate
376,Moonring Mirror,rare,0.27,5.99,0.10,1.00,none,Christopher Rush,2004-10-01,Champions of Kamigawa
377,Sharuum the Hegemon,rare,0.27,0.63,0.30,0.40,black-blue-white,Izzy,2020-08-07,Double Masters
378,Combo Attack,common,0.04,0.14,0.10,0.13,green,Sara Winters,2018-06-08,Battlebond
379,Unliving Psychopath,rare,0.29,1.78,0.25,0.95,black,Greg Staples,2006-05-05,Dissension
380,Diabolic Intent,rare,6.21,6.19,6.74,7.75,black,Dan Scott,2022-11-18,The Brothers' War
381,Reaver Ambush,uncommon,0.02,0.10,0.02,0.13,black,Sidharth Chaturvedi,2018-01-19,Rivals of Ixalan
382,Herd Baloth,uncommon,0.17,1.61,0.11,0.35,green,Nicholas Gregory,2021-06-18,Modern Horizons 2
383,Patron of the Nezumi,rare,0.59,,0.25,,black,Kev Walker,2018-06-08,Commander Anthology Volume II
384,Black Sun's Zenith,rare,4.57,,6.10,,black,Daniel Ljunggren,2014-11-07,Commander 2014
385,Loafing Giant,rare,0.27,3.25,0.15,6.49,red,Greg Hildebrandt & Tim Hildebrandt,2000-10-02,Invasion
386,Inundate,rare,7.16,19.43,0.40,11.99,blue,Mark Zug,2008-07-25,Eventide
387,Polymorph,rare,1.84,27.28,1.23,15.00,blue,Robert Bliss,2009-07-17,Magic 2010
388,Sunflare Shaman,common,0.11,0.27,0.04,0.25,red,Dave Dorman,2008-02-01,Morningtide
389,Flywheel Racer,common,0.02,0.04,0.08,0.22,none,Joshua Cairos,2023-04-21,March of the Machine
390,Disappear,uncommon,0.20,1.05,0.10,1.69,blue,"Edward P. Beard, Jr.",1999-06-07,Urza's Destiny
391,Unwilling Recruit,uncommon,0.25,0.68,0.25,0.28,red,Dave Allsop,2008-07-25,Eventide
392,Guardian Gladewalker,common,0.05,0.15,0.10,0.29,green,Mila Pesic,2021-02-05,Kaldheim
393,"Rakdos, the Showstopper",mythic,4.47,11.85,3.62,7.90,black-red,Viktor Titov,2019-01-25,Ravnica Allegiance
394,Anavolver,rare,0.27,0.41,0.09,6.97,black-green-blue,Matt Cavotta,2001-06-04,Apocalypse
395,Borderland Minotaur,common,0.03,,0.10,,red,Greg Staples,2020-07-17,Jumpstart
396,Barbtooth Wurm,common,0.35,,1.95,,green,Rebecca Guay,1999-07-01,Starter 1999
397,Sanguine Spy,rare,0.08,0.18,0.12,0.25,black,David Palumbo,2022-04-29,Streets of New Capenna
398,Terisiare's Devastation,rare,0.20,,0.29,,black,Bram Sels,2022-11-18,The Brothers' War Commander
399,Baffling End,uncommon,0.07,0.16,0.12,0.13,white,Mathias Kollros,2018-01-19,Rivals of Ixalan
400,Coral Commando,common,0.02,0.24,0.01,0.19,blue,Alex Konstad,2019-01-25,Ravnica Allegiance
401,Bonds of Quicksilver,common,0.04,,0.02,0.25,blue,Steven Belledin,2016-08-26,Conspiracy: Take the Crown
402,"Stenn, Paranoid Partisan",rare,0.19,0.21,0.19,0.15,blue-white,Mila Pesic,2022-09-09,Dominaria United
403,Freed from the Real,uncommon,3.41,4.91,2.00,4.00,blue,Scott M. Fischer,2018-03-16,Masters 25
404,Everythingamajig,rare,1.79,,2.90,9.11,none,Chris Seaman,2017-12-08,Unstable
405,Heaven // Earth,rare,0.08,,0.14,,green-red,Jonas De Ro,2023-04-21,March of the Machine Commander
406,"Jace, the Perfected Mind",mythic,2.95,3.36,5.85,5.94,blue,Chase Stone,2023-02-03,Phyrexia: All Will Be One
407,Drumbellower,rare,3.27,,3.15,,white,Lie Setiawan,2022-02-18,Neon Dynasty Commander
408,Hero's Downfall,uncommon,0.13,,0.13,,black,Chris Rallis,2022-09-09,Dominaria United Commander
409,Vernadi Shieldmate,common,0.02,0.09,0.01,0.03,green-white,Matt Stewart,2018-10-05,Guilds of Ravnica
410,Statute of Denial,common,0.05,0.23,0.09,0.29,blue,Zoltan Boros,2014-07-18,Magic 2015
411,Soratami Mirror-Mage,uncommon,0.23,4.42,0.05,0.57,blue,Ron Spears,2004-10-01,Champions of Kamigawa
412,Checkpoint Officer,common,0.01,0.15,0.03,0.09,white,Manuel Castañón,2020-04-24,Ikoria: Lair of Behemoths
413,Tourach's Gate,rare,0.64,,1.52,,black,Sandra Everingham,1994-11-01,Fallen Empires
414,Vat Emergence,uncommon,0.08,0.43,0.09,0.07,black,Andreas Zafiratos,2023-02-03,Phyrexia: All Will Be One
415,Rune of Sustenance,uncommon,0.18,0.46,0.16,0.10,white,Yeong-Hao Han,2021-02-05,Kaldheim
416,Venom Connoisseur,uncommon,0.05,0.13,0.10,0.03,green,Marta Nael,2022-04-29,Streets of New Capenna
417,Mesmeric Orb,rare,3.85,4.59,3.99,6.99,none,David Martin,2020-08-07,Double Masters
418,Autumn's Veil,uncommon,0.38,8.92,0.37,0.31,green,Kekai Kotaki,2011-07-15,Magic 2012
419,The Mycosynth Gardens,rare,2.67,3.05,3.38,4.50,none,Andrew Mar,2023-02-03,Phyrexia: All Will Be One
420,Meteor Storm,rare,0.22,9.96,0.25,9.00,green-red,John Avon,2000-10-02,Invasion
421,Rage Reflection,rare,0.82,0.90,0.30,0.50,red,Chris Seaman,2020-08-07,Double Masters
422,Consuming Sinkhole,common,0.03,0.07,0.04,0.03,red,Igor Kieryluk,2016-01-22,Oath of the Gatewatch
423,"Miren, the Moaning Well",rare,16.66,64.99,3.50,13.99,none,Rob Alexander,2005-06-03,Saviors of Kamigawa
424,Rootborn Defenses,common,0.39,,0.10,,white,Mark Zug,2019-08-23,Commander 2019
425,Mourning Thrull,common,0.16,0.93,0.09,0.15,black-white,Dany Orizio,2006-02-03,Guildpact
426,My Undead Horde Awakens,common,5.48,,4.00,,none,Thomas M. Baxa,2010-06-18,Archenemy Schemes
427,Lore Weaver,uncommon,0.14,0.73,0.19,0.46,blue,Livia Prima,2018-06-08,Battlebond
428,Gravitational Shift,rare,1.39,6.80,1.49,6.00,blue,Svetlin Velinov,2010-04-23,Rise of the Eldrazi
429,Brighthearth Banneret,common,0.33,15.43,0.09,2.69,red,Ralph Horsley,2008-02-01,Morningtide
430,Professional Face-Breaker,rare,4.87,5.16,4.16,5.70,red,Dan Scott,2022-04-29,Streets of New Capenna
431,"Fangorn, Tree Shepherd",rare,0.15,0.25,0.26,0.60,green,Jesper Ejsing,2023-06-23,The Lord of the Rings: Tales of Middle-earth
432,Executioner's Hood,common,0.05,0.28,0.24,0.30,none,Anthony Palumbo,2012-02-03,Dark Ascension
433,Rain of Embers,common,0.11,0.55,0.02,0.10,red,Tsutomu Kawade,2005-10-07,Ravnica: City of Guilds
434,Nature Demands an Offering,common,1.80,,0.97,,none,John Matson,2010-06-18,Archenemy Schemes
435,"Gorex, the Tombshell",uncommon,0.11,0.28,0.12,0.19,black,Wisnu Tan,2023-08-04,Commander Masters
436,"Zegana, Utopian Speaker",rare,0.34,0.90,0.30,0.90,green-blue,Slawomir Maniak,2019-01-25,Ravnica Allegiance
437,The Harvester,common,0.22,,0.15,,none,Chuck Lukacs,2013-09-27,Theros Hero's Path
438,Magister of Worth,rare,0.17,,0.20,,black-white,John Stanko,2021-04-23,Commander 2021
439,Krosan Beast,rare,4.75,13.00,2.58,3.00,green,Kev Walker,2001-10-01,Odyssey
440,Arachnoid Adaptation,common,0.03,0.04,0.07,0.19,green,Isis,2023-04-21,March of the Machine
441,Ghoul's Feast,uncommon,0.16,,0.05,,black,Alan Pollack,2012-09-07,Duel Decks: Izzet vs. Golgari
442,Burning Shield Askari,common,0.12,,0.05,,red,Dan Frazier,1996-10-08,Mirage
443,Elder of Laurels,rare,0.16,0.36,0.20,0.35,green,Terese Nielsen,2011-09-30,Innistrad
444,Desperate Castaways,common,0.02,0.18,0.02,0.02,black,Zoltan Boros,2017-09-29,Ixalan
445,Breaking // Entering,rare,0.23,0.31,0.20,0.47,black-red-blue,Mathias Kollros,2013-05-03,Dragon's Maze
446,Ghitu War Cry,uncommon,0.16,1.94,0.15,2.00,red,Douglas Shuler,1999-02-15,Urza's Legacy
447,Earth-Cult Elemental,common,0.02,0.09,0.15,0.05,red,Aaron Miller,2021-07-23,Adventures in the Forgotten Realms
448,Containment Breach,uncommon,0.05,0.09,0.05,0.19,green,Campbell White,2021-04-23,Strixhaven: School of Mages
449,Skyclave Shadowcat,uncommon,0.06,0.14,0.04,0.32,black,Simon Dominic,2020-09-25,Zendikar Rising
450,Cryptolith Rite,rare,12.07,23.23,6.85,20.00,green,Zack Stella,2016-04-08,Shadows over Innistrad
451,Oran-Rief Recluse,common,0.15,,0.14,,green,Lars Grant-West,2014-03-14,Duel Decks: Jace vs. Vraska
452,Illuminated Folio,uncommon,0.16,0.39,0.06,0.27,none,Jim Pavelec,2008-05-02,Shadowmoor
453,Showstopper,uncommon,0.08,0.44,0.20,0.25,black-red,Steve Prescott,2013-05-03,Dragon's Maze
454,Saltwater Stalwart,common,0.06,0.33,0.01,0.25,blue,Sam Burley,2018-06-08,Battlebond
455,Flailing Manticore,rare,0.26,7.37,0.29,16.99,red,Roger Raupp,1999-10-04,Mercadian Masques
456,Junk Golem,rare,0.26,0.28,0.10,2.62,none,Brian Snõddy,2001-10-01,Odyssey
457,Cardboard Carapace,rare,1.69,,1.25,,green,Douglas Shuler,1998-08-11,Unglued
458,Reckoner's Bargain,common,0.27,0.54,0.42,1.24,black,Justine Cruz,2022-02-18,Kamigawa: Neon Dynasty
459,Titans' Nest,rare,0.13,0.23,0.27,0.19,black-green-blue,Cliff Childs,2020-04-24,Ikoria: Lair of Behemoths
460,"Hallar, the Firefletcher",uncommon,0.07,0.43,0.06,0.25,green-red,Bram Sels,2018-04-27,Dominaria
461,Heartlash Cinder,common,0.16,0.41,0.14,0.20,red,Steve Prescott,2008-07-25,Eventide
462,Deadly Rollick,rare,16.26,19.41,16.73,28.75,black,Izzy,2023-08-04,Commander Masters
463,Yavimaya Barbarian,common,0.22,0.47,0.12,0.06,green-red,Don Hazeltine,2000-10-02,Invasion
464,Soul's Attendant,common,3.04,12.50,2.81,5.73,white,Steve Prescott,2010-04-23,Rise of the Eldrazi
465,Mudbutton Torchrunner,common,0.04,0.09,0.02,0.25,red,Steve Ellis,2017-03-17,Modern Masters 2017
466,Kargan Intimidator,rare,0.06,0.11,0.23,0.05,red,Kieran Yanner,2020-09-25,Zendikar Rising
467,Dragon Scales,common,0.14,1.09,0.03,0.90,white,Darrell Riche,2003-05-26,Scourge
468,Yamabushi's Flame,common,0.14,0.22,0.02,0.22,red,Christopher Moeller,2004-10-01,Champions of Kamigawa
469,Rod of Spanking,uncommon,0.55,,0.09,5.00,none,Mark Brill,2004-11-19,Unhinged
470,Rime Dryad,common,0.11,,0.25,,green,Heather Hudson,1995-06-03,Ice Age
471,Surging Might,common,0.10,0.26,0.05,0.09,green,Luca Zontini,2006-07-21,Coldsnap
472,Ebony Treefolk,uncommon,0.21,1.04,0.18,1.04,black-green,Matt Cavotta,2001-06-04,Apocalypse
